customer_id	age	age_group	plan_type	customer_value	subscription_in_months	complain_registered	lost_customer	nb_call_seconds	nb_calls	nb_lost_calls	nb_sms	nb_distinct_numbers
Client0401	30	Group_3	PayAsYouGo	170.12	35	No	FALSE	4190	63	6	0	12
Client0403	30	Group_3	PayAsYouGo	1485	34	No	FALSE	2273	52	8	348	19
Client0404	15	Group_1	PayAsYouGo	224.18	35	No	FALSE	4018	58	8	0	30
Client0405	15	Group_1	PayAsYouGo	124.465	35	No	FALSE	2213	50	1	0	28
Client0406	30	Group_3	PayAsYouGo	230.76	35	No	FALSE	3595	74	9	21	23
Client0407	30	Group_3	PayAsYouGo	1184.44	35	No	FALSE	2180	31	2	274	13
Client0408	30	Group_3	PayAsYouGo	893.92	34	No	FALSE	8935	113	11	133	38
Client0409	30	Group_3	PayAsYouGo	550.16	35	No	FALSE	13593	161	5	0	39
Client0410	30	Group_3	PayAsYouGo	176.4	35	No	FALSE	4335	75	5	0	20
Client0411	30	Group_3	PayAsYouGo	233	35	No	FALSE	5738	87	4	0	7
Client0413	30	Group_3	PayAsYouGo	779.08	35	No	FALSE	14960	217	23	43	27
Client0414	30	Group_3	PayAsYouGo	2005.36	35	No	FALSE	2915	19	2	472	3
Client0415	25	Group_2	PayAsYouGo	1322.055	34	No	FALSE	15305	174	7	139	25
Client0416	30	Group_3	PayAsYouGo	955.92	34	No	FALSE	6320	78	1	175	21
Client0420	25	Group_2	PayAsYouGo	2013.615	34	No	FALSE	7328	119	1	373	38
Client0421	45	Group_4	PayAsYouGo	285.775	34	No	FALSE	11285	146	5	0	42
Client0422	25	Group_2	PayAsYouGo	733.725	34	No	FALSE	6538	67	6	97	32
Client0424	55	Group_5	PayAsYouGo	155.1	33	No	FALSE	10255	85	19	0	37
Client0425	25	Group_2	PayAsYouGo	325.26	33	Yes	TRUE	5638	90	11	15	19
Client0426	30	Group_3	PayAsYouGo	106.96	31	No	FALSE	2660	14	0	0	9
Client0430	30	Group_3	PayAsYouGo	60.2	33	No	FALSE	1488	17	0	0	1
Client0431	55	Group_5	PayAsYouGo	104.91	30	No	FALSE	6605	89	1	3	17
Client0433	55	Group_5	PayAsYouGo	0	33	No	FALSE	0	0	0	0	0
Client0434	25	Group_2	PayAsYouGo	725.625	28	No	FALSE	15895	230	23	0	75
Client0435	25	Group_2	Contractual	1480.185	31	No	FALSE	6785	108	4	260	28
Client0436	25	Group_2	PayAsYouGo	162.54	33	No	FALSE	3538	74	0	0	23
Client0438	25	Group_2	PayAsYouGo	857.025	33	No	FALSE	2600	45	4	164	18
Client0439	25	Group_2	Contractual	871.335	24	No	FALSE	1135	28	2	182	6
Client0440	45	Group_4	PayAsYouGo	82.975	23	No	FALSE	1388	31	2	19	63
Client0443	25	Group_2	PayAsYouGo	84.105	22	No	FALSE	1045	24	8	8	8
Client0444	30	Group_3	PayAsYouGo	123.92	22	No	FALSE	3045	53	0	0	18
Client0445	25	Group_2	PayAsYouGo	145.485	15	No	FALSE	1515	18	0	17	9
Client0446	25	Group_2	Contractual	618.57	14	No	FALSE	6213	133	14	74	37
Client0447	45	Group_4	PayAsYouGo	377.9	12	No	FALSE	8753	163	10	62	35
Client0448	30	Group_3	PayAsYouGo	188.4	13	No	FALSE	2673	37	6	20	14
Client0449	30	Group_3	PayAsYouGo	985.68	6	No	FALSE	4210	32	0	204	5
Client0450	30	Group_3	PayAsYouGo	52.76	6	No	TRUE	1308	11	1	0	2
Client0451	30	Group_3	PayAsYouGo	306.04	38	No	FALSE	4970	81	12	26	32
Client0453	30	Group_3	PayAsYouGo	1644.92	37	No	FALSE	3053	70	14	380	39
Client0454	15	Group_1	PayAsYouGo	389.07	38	No	FALSE	4798	76	14	22	50
Client0455	25	Group_2	PayAsYouGo	241.245	38	No	FALSE	2993	68	7	23	48
Client0456	30	Group_3	PayAsYouGo	390.68	38	No	FALSE	4375	92	15	53	43
Client0457	30	Group_3	PayAsYouGo	1344.36	38	No	FALSE	2960	49	8	306	33
Client0458	30	Group_3	Contractual	1053.84	37	No	FALSE	9715	131	17	165	58
Client0459	30	Group_3	PayAsYouGo	666.08	38	No	FALSE	14373	179	11	21	59
Client0460	30	Group_3	PayAsYouGo	300.32	38	No	FALSE	5115	93	11	23	40
Client0461	30	Group_3	PayAsYouGo	376.92	38	No	FALSE	6518	105	10	28	27
Client0463	30	Group_3	PayAsYouGo	939	38	No	FALSE	15740	235	29	75	47
Client0464	30	Group_3	PayAsYouGo	2165.28	38	No	FALSE	3695	37	8	504	23
Client0465	25	Group_2	PayAsYouGo	1501.965	37	No	FALSE	16085	192	13	171	45
Client0466	30	Group_3	PayAsYouGo	1115.84	37	No	FALSE	7100	96	7	207	41
Client0470	30	Group_3	PayAsYouGo	1949.8	37	No	FALSE	8108	137	7	405	58
Client0471	45	Group_4	PayAsYouGo	385.725	37	No	FALSE	12065	164	11	32	62
Client0472	25	Group_2	PayAsYouGo	913.635	37	No	FALSE	7318	85	12	129	52
Client0474	55	Group_5	Contractual	200.07	36	No	FALSE	11035	103	25	22	57
Client0475	25	Group_2	PayAsYouGo	505.17	36	No	FALSE	6418	108	17	47	39
Client0476	30	Group_3	PayAsYouGo	222.88	34	No	FALSE	3440	32	5	21	29
Client0480	45	Group_4	PayAsYouGo	110.075	36	No	FALSE	2268	35	5	21	21
Client0481	55	Group_5	PayAsYouGo	164.88	33	No	FALSE	7385	107	7	35	37
Client0483	55	Group_5	PayAsYouGo	51.78	36	No	FALSE	938	14	4	25	17
Client0484	25	Group_2	PayAsYouGo	856.035	31	No	FALSE	16675	248	29	21	95
Client0485	25	Group_2	Contractual	1660.095	34	No	FALSE	7565	126	10	292	48
Client0486	30	Group_3	PayAsYouGo	268.4	36	No	FALSE	4318	92	6	23	43
Client0488	25	Group_2	PayAsYouGo	1036.935	36	No	FALSE	3380	63	10	196	38
Client0489	25	Group_2	Contractual	1051.245	27	No	FALSE	1915	46	8	214	26
Client0490	45	Group_4	PayAsYouGo	182.925	26	No	FALSE	2168	49	8	51	83
Client0493	25	Group_2	PayAsYouGo	264.015	25	No	FALSE	1825	42	14	40	28
Client0494	30	Group_3	PayAsYouGo	271.84	25	No	FALSE	3825	71	6	29	38
Client0495	25	Group_2	PayAsYouGo	325.395	18	No	FALSE	2295	36	6	49	29
Client0496	25	Group_2	Contractual	798.48	17	No	FALSE	6993	151	20	106	57
Client0497	55	Group_5	PayAsYouGo	286.71	15	No	FALSE	9533	181	16	94	55
Client0498	30	Group_3	PayAsYouGo	348.32	16	No	FALSE	3453	55	12	52	34
Client0499	30	Group_3	PayAsYouGo	1145.6	9	No	FALSE	4990	50	6	236	25
Client0500	30	Group_3	PayAsYouGo	168.68	9	Yes	TRUE	2088	29	7	21	22
Client0501	25	Group_2	PayAsYouGo	172.395	38	No	FALSE	3770	61	4	0	2
Client0503	25	Group_2	PayAsYouGo	1606.635	37	No	FALSE	1853	50	6	338	9
Client0504	15	Group_1	PayAsYouGo	200.97	38	No	FALSE	3598	56	6	0	20
Client0505	15	Group_1	PayAsYouGo	101.255	38	No	FALSE	1793	48	0	0	18
Client0506	30	Group_3	PayAsYouGo	173.88	38	No	FALSE	3175	72	7	11	13
Client0507	30	Group_3	PayAsYouGo	1127.56	38	No	FALSE	1760	29	0	264	3
Client0508	30	Group_3	PayAsYouGo	837.04	37	No	FALSE	8515	111	9	123	28
Client0509	30	Group_3	PayAsYouGo	533.28	38	No	FALSE	13173	159	3	0	29
Client0510	30	Group_3	PayAsYouGo	159.52	38	No	FALSE	3915	73	3	0	10
Client0511	25	Group_2	PayAsYouGo	243.135	38	No	FALSE	5318	85	2	0	15
Client0513	30	Group_3	PayAsYouGo	722.2	38	No	FALSE	14540	215	21	33	17
Client0514	30	Group_3	PayAsYouGo	1948.48	38	No	FALSE	2495	17	0	462	7
Client0515	25	Group_2	PayAsYouGo	1258.065	37	No	FALSE	14885	172	5	129	15
Client0516	30	Group_3	PayAsYouGo	899.04	37	No	FALSE	5900	76	0	165	11
Client0520	25	Group_2	PayAsYouGo	1949.625	37	No	FALSE	6908	117	0	363	28
Client0521	30	Group_3	PayAsYouGo	440.36	37	No	FALSE	10865	144	3	0	32
Client0522	25	Group_2	PayAsYouGo	669.735	37	No	FALSE	6118	65	4	87	22
Client0524	45	Group_4	PayAsYouGo	247.95	36	No	FALSE	9835	83	17	0	27
Client0525	25	Group_2	PayAsYouGo	261.27	36	Yes	TRUE	5218	88	9	5	9
Client0526	30	Group_3	PayAsYouGo	90.08	34	No	FALSE	2240	12	0	0	4
Client0530	30	Group_3	PayAsYouGo	43.32	36	No	FALSE	1068	15	0	0	3
Client0531	45	Group_4	PayAsYouGo	156.8	33	No	FALSE	6185	87	0	0	7
Client0533	55	Group_5	PayAsYouGo	0	36	No	FALSE	0	0	0	0	0
Client0534	25	Group_2	PayAsYouGo	706.635	31	No	FALSE	15475	228	21	0	65
Client0535	25	Group_2	Contractual	1416.195	34	No	FALSE	6365	106	2	250	18
Client0536	25	Group_2	PayAsYouGo	143.55	36	No	FALSE	3118	72	0	0	13
Client0538	25	Group_2	PayAsYouGo	793.035	36	No	FALSE	2180	43	2	154	8
Client0539	25	Group_2	Contractual	807.345	27	No	FALSE	715	26	0	172	1
Client0540	45	Group_4	PayAsYouGo	47.425	26	No	FALSE	968	29	0	9	53
Client0543	25	Group_2	PayAsYouGo	29.115	25	No	FALSE	625	22	6	0	2
Client0544	30	Group_3	PayAsYouGo	107.04	25	No	FALSE	2625	51	0	0	8
Client0545	25	Group_2	PayAsYouGo	81.495	18	No	FALSE	1095	16	0	7	6
Client0546	15	Group_1	Contractual	677.82	17	No	FALSE	5793	131	12	64	27
Client0547	45	Group_4	PayAsYouGo	342.35	15	No	FALSE	8333	161	8	52	25
Client0548	30	Group_3	PayAsYouGo	131.52	16	No	FALSE	2253	35	4	10	4
Client0549	30	Group_3	PayAsYouGo	928.8	9	No	FALSE	3790	30	0	194	23
Client0550	30	Group_3	PayAsYouGo	35.88	9	Yes	TRUE	888	9	0	0	3
Client0551	30	Group_3	PayAsYouGo	330.48	39	No	FALSE	4485	77	8	37	21
Client0553	30	Group_3	PayAsYouGo	1669.36	38	No	FALSE	2568	66	10	391	28
Client0554	15	Group_1	PayAsYouGo	422.675	39	No	FALSE	4313	72	10	33	39
Client0555	25	Group_2	PayAsYouGo	268.74	39	No	FALSE	2508	64	3	34	37
Client0556	30	Group_3	PayAsYouGo	415.12	39	No	FALSE	3890	88	11	64	32
Client0557	45	Group_4	PayAsYouGo	855.5	39	No	FALSE	2475	45	4	317	22
Client0558	30	Group_3	PayAsYouGo	1078.28	38	No	FALSE	9230	127	13	176	47
Client0559	30	Group_3	PayAsYouGo	690.52	39	No	FALSE	13888	175	7	32	48
Client0560	30	Group_3	PayAsYouGo	324.76	39	No	FALSE	4630	89	7	34	29
Client0561	30	Group_3	PayAsYouGo	401.36	39	No	FALSE	6033	101	6	39	16
Client0563	30	Group_3	PayAsYouGo	963.44	39	No	FALSE	15255	231	25	86	36
Client0564	45	Group_4	PayAsYouGo	1368.575	39	No	FALSE	3210	33	4	515	12
Client0565	25	Group_2	PayAsYouGo	1529.46	38	No	FALSE	15600	188	9	182	34
Client0566	30	Group_3	PayAsYouGo	1140.28	38	No	FALSE	6615	92	3	218	30
Client0570	30	Group_3	PayAsYouGo	1974.24	38	No	FALSE	7623	133	3	416	47
Client0571	45	Group_4	PayAsYouGo	401	38	No	FALSE	11580	160	7	43	51
Client0572	25	Group_2	PayAsYouGo	941.13	38	No	FALSE	6833	81	8	140	41
Client0574	55	Group_5	PayAsYouGo	209.235	37	No	FALSE	10550	99	21	33	46
Client0575	30	Group_3	PayAsYouGo	473.48	37	No	FALSE	5933	104	13	58	28
Client0576	30	Group_3	PayAsYouGo	247.32	35	No	FALSE	2955	28	1	32	18
Client0580	45	Group_4	PayAsYouGo	125.35	37	No	FALSE	1783	31	1	32	10
Client0581	55	Group_5	PayAsYouGo	174.045	34	No	FALSE	6900	103	3	46	26
Client0583	55	Group_5	PayAsYouGo	60.945	37	No	FALSE	453	10	0	36	6
Client0584	25	Group_2	Contractual	883.53	32	No	FALSE	16190	244	25	32	84
Client0585	30	Group_3	Contractual	1500.08	35	No	FALSE	7080	122	6	303	37
Client0586	30	Group_3	PayAsYouGo	292.84	37	No	FALSE	3833	88	2	34	32
Client0588	25	Group_2	PayAsYouGo	1064.43	37	No	FALSE	2895	59	6	207	27
Client0589	30	Group_3	Contractual	958.88	28	No	FALSE	1430	42	4	225	15
Client0590	55	Group_5	PayAsYouGo	118.92	27	No	FALSE	1683	45	4	62	72
Client0593	25	Group_2	PayAsYouGo	291.51	26	No	FALSE	1340	38	10	51	17
Client0594	30	Group_3	PayAsYouGo	296.28	26	No	FALSE	3340	67	2	40	27
Client0595	30	Group_3	PayAsYouGo	313.68	19	No	FALSE	1810	32	2	60	18
Client0596	25	Group_2	Contractual	825.975	18	No	FALSE	6508	147	16	117	46
Client0597	55	Group_5	PayAsYouGo	295.875	16	No	FALSE	9048	177	12	105	44
Client0598	30	Group_3	Contractual	372.76	17	No	FALSE	2968	51	8	63	23
Client0599	30	Group_3	PayAsYouGo	1170.04	10	No	FALSE	4505	46	2	247	14
Client0600	30	Group_3	PayAsYouGo	193.12	10	No	TRUE	1603	25	3	32	11
Client0601	25	Group_2	PayAsYouGo	194.4	37	No	FALSE	4255	65	8	0	13
Client0603	25	Group_2	PayAsYouGo	1579.14	36	No	FALSE	2338	54	10	327	20
Client0604	15	Group_1	PayAsYouGo	227.865	37	No	FALSE	4083	60	10	0	31
Client0605	15	Group_1	PayAsYouGo	128.15	37	No	FALSE	2278	52	3	0	29
Client0606	25	Group_2	PayAsYouGo	168.12	37	No	FALSE	3660	76	11	0	24
Client0607	30	Group_3	PayAsYouGo	1103.12	37	No	FALSE	2245	33	4	253	14
Client0608	30	Group_3	PayAsYouGo	812.6	36	No	FALSE	9000	115	13	112	39
Client0609	30	Group_3	PayAsYouGo	552.84	37	No	FALSE	13658	163	7	0	40
Client0610	30	Group_3	PayAsYouGo	179.08	37	No	FALSE	4400	77	7	0	21
Client0611	25	Group_2	PayAsYouGo	265.14	37	No	FALSE	5803	89	6	0	8
Client0613	30	Group_3	PayAsYouGo	697.76	37	No	FALSE	15025	219	25	22	28
Client0614	30	Group_3	PayAsYouGo	1924.04	37	No	FALSE	2980	21	4	451	4
Client0615	25	Group_2	PayAsYouGo	1230.57	36	No	FALSE	15370	176	9	118	26
Client0616	30	Group_3	PayAsYouGo	874.6	36	No	FALSE	6385	80	3	154	22
Client0620	25	Group_2	PayAsYouGo	1922.13	36	No	FALSE	7393	121	3	352	39
Client0621	30	Group_3	PayAsYouGo	459.92	36	No	FALSE	11350	148	7	0	43
Client0622	25	Group_2	PayAsYouGo	642.24	36	No	FALSE	6603	69	8	76	33
Client0624	45	Group_4	Contractual	260.175	35	No	FALSE	10320	87	21	0	38
Client0625	25	Group_2	PayAsYouGo	260.775	35	Yes	TRUE	5703	92	13	0	20
Client0626	30	Group_3	PayAsYouGo	109.64	33	No	FALSE	2725	16	1	0	10
Client0630	30	Group_3	PayAsYouGo	62.88	35	No	FALSE	1553	19	1	0	2
Client0631	45	Group_4	PayAsYouGo	169.025	32	No	FALSE	6670	91	3	0	18
Client0633	45	Group_4	PayAsYouGo	0	35	No	FALSE	0	0	0	0	0
Client0634	25	Group_2	PayAsYouGo	728.64	30	No	FALSE	15960	232	25	0	76
Client0635	25	Group_2	Contractual	1388.7	33	No	FALSE	6850	110	6	239	29
Client0636	25	Group_2	PayAsYouGo	165.555	35	No	FALSE	3603	76	2	0	24
Client0638	25	Group_2	PayAsYouGo	765.54	35	No	FALSE	2665	47	6	143	19
Client0639	25	Group_2	Contractual	779.85	26	No	FALSE	1200	30	4	161	7
Client0640	45	Group_4	PayAsYouGo	37.15	25	No	FALSE	1453	33	4	0	64
Client0643	25	Group_2	PayAsYouGo	51.12	24	No	FALSE	1110	26	10	0	9
Client0644	30	Group_3	PayAsYouGo	126.6	24	No	FALSE	3110	55	2	0	19
Client0645	25	Group_2	PayAsYouGo	72	17	No	FALSE	1580	20	2	0	10
Client0646	15	Group_1	Contractual	644.215	16	No	FALSE	6278	135	16	53	38
Client0647	45	Group_4	PayAsYouGo	327.075	14	No	FALSE	8818	165	12	41	36
Client0648	30	Group_3	PayAsYouGo	111.08	15	No	FALSE	2738	39	8	0	15
Client0649	30	Group_3	PayAsYouGo	904.36	8	No	FALSE	4275	34	2	183	6
Client0650	25	Group_2	PayAsYouGo	62.37	8	Yes	TRUE	1373	13	3	0	3
Client0651	30	Group_3	PayAsYouGo	241.28	38	No	FALSE	4560	72	10	14	20
Client0653	30	Group_3	PayAsYouGo	1580.16	37	No	FALSE	2643	61	12	368	27
Client0654	15	Group_1	PayAsYouGo	300.025	38	No	FALSE	4388	67	12	10	38
Client0655	15	Group_1	PayAsYouGo	205.81	38	No	FALSE	2583	59	5	11	36
Client0656	30	Group_3	PayAsYouGo	325.92	38	No	FALSE	3965	83	13	41	31
Client0657	30	Group_3	PayAsYouGo	1279.6	38	No	FALSE	2550	40	6	294	21
Client0658	30	Group_3	PayAsYouGo	989.08	37	No	FALSE	9305	122	15	153	46
Client0659	30	Group_3	PayAsYouGo	601.32	38	No	FALSE	13963	170	9	9	47
Client0660	30	Group_3	PayAsYouGo	235.56	38	No	FALSE	4705	84	9	11	28
Client0661	30	Group_3	PayAsYouGo	312.16	38	No	FALSE	6108	96	8	16	15
Client0663	30	Group_3	PayAsYouGo	874.24	38	No	FALSE	15330	226	27	63	35
Client0664	30	Group_3	PayAsYouGo	2100.52	38	No	FALSE	3285	28	6	492	11
Client0665	25	Group_2	PayAsYouGo	1429.11	37	No	FALSE	15675	183	11	159	33
Client0666	30	Group_3	PayAsYouGo	1051.08	37	No	FALSE	6690	87	5	195	29
Client0670	25	Group_2	PayAsYouGo	2120.67	37	No	FALSE	7698	128	5	393	46
Client0671	45	Group_4	PayAsYouGo	345.25	37	No	FALSE	11655	155	9	20	50
Client0672	25	Group_2	PayAsYouGo	840.78	37	No	FALSE	6908	76	10	117	40
Client0674	55	Group_5	PayAsYouGo	175.785	36	No	FALSE	10625	94	23	10	45
Client0675	25	Group_2	PayAsYouGo	432.315	36	No	TRUE	6008	99	15	35	27
Client0676	30	Group_3	PayAsYouGo	158.12	34	No	FALSE	3030	23	3	9	17
Client0680	30	Group_3	PayAsYouGo	111.36	36	No	FALSE	1858	26	3	9	9
Client0681	55	Group_5	PayAsYouGo	140.595	33	No	FALSE	6975	98	5	23	25
Client0683	55	Group_5	PayAsYouGo	27.495	36	No	FALSE	528	5	2	13	5
Client0684	25	Group_2	PayAsYouGo	783.18	31	No	FALSE	16265	239	27	9	83
Client0685	25	Group_2	Contractual	1587.24	34	No	FALSE	7155	117	8	280	36
Client0686	25	Group_2	PayAsYouGo	229.095	36	No	FALSE	3908	83	4	11	31
Client0688	25	Group_2	PayAsYouGo	964.08	36	No	FALSE	2970	54	8	184	26
Client0689	25	Group_2	Contractual	978.39	27	Yes	TRUE	1505	37	6	202	14
Client0690	45	Group_4	PayAsYouGo	142.45	26	No	FALSE	1758	40	6	39	71
Client0693	25	Group_2	PayAsYouGo	191.16	25	No	FALSE	1415	33	12	28	16
Client0694	30	Group_3	PayAsYouGo	207.08	25	No	FALSE	3415	62	4	17	26
Client0695	25	Group_2	PayAsYouGo	252.54	18	No	FALSE	1885	27	4	37	17
Client0696	25	Group_2	Contractual	725.58	17	No	FALSE	6582	142	18	94	45
Client0697	45	Group_4	PayAsYouGo	437.35	15	No	FALSE	9122	172	14	82	43
Client0698	30	Group_3	PayAsYouGo	283.52	16	No	FALSE	3042	46	10	40	22
Client0699	30	Group_3	PayAsYouGo	1080.84	9	No	FALSE	4580	41	4	224	13
Client0700	30	Group_3	PayAsYouGo	103.88	9	No	TRUE	1677	20	5	9	10
Client0701	30	Group_3	PayAsYouGo	170	38	No	FALSE	4180	70	6	0	14
Client0703	30	Group_3	PayAsYouGo	1492.88	37	No	FALSE	2263	59	8	350	21
Client0704	15	Group_1	PayAsYouGo	224.015	38	No	FALSE	4008	65	8	0	32
Client0705	15	Group_1	PayAsYouGo	124.3	38	No	FALSE	2203	57	1	0	30
Client0706	30	Group_3	PayAsYouGo	238.64	38	No	FALSE	3585	81	9	23	25
Client0707	30	Group_3	PayAsYouGo	1192.32	38	No	FALSE	2170	38	2	276	15
Client0708	30	Group_3	PayAsYouGo	901.8	37	No	FALSE	8925	120	11	135	40
Client0709	30	Group_3	PayAsYouGo	550.04	38	No	FALSE	13583	168	5	0	41
Client0710	30	Group_3	PayAsYouGo	176.28	38	No	FALSE	4325	82	5	0	22
Client0711	30	Group_3	PayAsYouGo	232.88	38	No	FALSE	5728	94	4	0	9
Client0713	30	Group_3	PayAsYouGo	786.96	38	No	FALSE	14950	224	23	45	29
Client0714	30	Group_3	PayAsYouGo	2013.24	38	No	FALSE	2905	26	2	474	5
Client0715	25	Group_2	PayAsYouGo	1330.92	37	No	FALSE	15295	181	7	141	27
Client0716	30	Group_3	PayAsYouGo	963.8	37	No	FALSE	6310	85	1	177	23
Client0720	25	Group_2	PayAsYouGo	2022.48	37	No	FALSE	7318	126	1	375	40
Client0721	45	Group_4	PayAsYouGo	290.7	37	No	FALSE	11275	153	5	2	44
Client0722	25	Group_2	PayAsYouGo	742.59	37	No	FALSE	6528	74	6	99	34
Client0724	55	Group_5	Contractual	155.055	36	No	FALSE	10245	92	19	0	39
Client0725	25	Group_2	PayAsYouGo	334.125	36	No	TRUE	5628	97	11	17	21
Client0726	30	Group_3	PayAsYouGo	106.84	34	No	FALSE	2650	21	0	0	11
Client0730	30	Group_3	PayAsYouGo	60.08	36	No	FALSE	1478	24	0	0	3
Client0731	55	Group_5	PayAsYouGo	107.865	33	No	FALSE	6595	96	1	5	19
Client0733	55	Group_5	PayAsYouGo	0	36	No	FALSE	0	0	0	0	0
Client0734	25	Group_2	PayAsYouGo	725.49	31	No	FALSE	15885	237	23	0	77
Client0735	25	Group_2	Contractual	1489.05	34	No	FALSE	6775	115	4	262	30
Client0736	25	Group_2	PayAsYouGo	162.405	36	No	FALSE	3528	81	0	0	25
Client0738	25	Group_2	PayAsYouGo	865.89	36	No	FALSE	2590	52	4	166	20
Client0739	25	Group_2	Contractual	880.2	27	No	FALSE	1125	35	2	184	8
Client0740	45	Group_4	PayAsYouGo	87.9	26	No	FALSE	1378	38	2	21	65
Client0743	25	Group_2	PayAsYouGo	92.97	25	No	FALSE	1035	31	8	10	10
Client0744	30	Group_3	PayAsYouGo	123.8	25	No	FALSE	3035	60	0	0	20
Client0745	25	Group_2	PayAsYouGo	154.35	18	No	FALSE	1505	25	0	19	11
Client0746	25	Group_2	Contractual	627.39	17	No	FALSE	6202	140	14	76	39
Client0747	45	Group_4	PayAsYouGo	382.8	15	No	FALSE	8742	170	10	64	37
Client0748	30	Group_3	PayAsYouGo	196.24	16	No	FALSE	2662	44	6	22	16
Client0749	30	Group_3	PayAsYouGo	993.56	9	No	FALSE	4200	39	0	206	7
Client0750	30	Group_3	PayAsYouGo	52.6	9	No	TRUE	1297	18	1	0	4
Client0751	25	Group_2	PayAsYouGo	199.575	33	No	FALSE	4370	65	6	0	16
Client0753	25	Group_2	PayAsYouGo	1692.315	32	No	FALSE	2453	54	8	351	23
Client0754	15	Group_1	PayAsYouGo	234.19	33	No	FALSE	4198	60	8	0	34
Client0755	15	Group_1	PayAsYouGo	134.475	33	No	FALSE	2393	52	1	0	32
Client0756	25	Group_2	PayAsYouGo	281.295	33	No	FALSE	3775	76	9	24	27
Client0757	30	Group_3	PayAsYouGo	1203.72	33	No	FALSE	2360	33	2	277	17
Client0758	30	Group_3	PayAsYouGo	913.2	32	No	FALSE	9115	115	11	136	42
Client0759	30	Group_3	PayAsYouGo	557.44	33	No	FALSE	13773	163	5	0	43
Client0760	30	Group_3	PayAsYouGo	183.68	33	No	FALSE	4515	77	5	0	24
Client0761	25	Group_2	PayAsYouGo	270.315	33	No	FALSE	5918	89	4	0	11
Client0763	30	Group_3	PayAsYouGo	798.36	33	No	FALSE	15140	219	23	46	31
Client0764	30	Group_3	PayAsYouGo	2024.64	33	No	FALSE	3095	21	2	475	7
Client0765	25	Group_2	PayAsYouGo	1343.745	32	No	FALSE	15485	176	7	142	29
Client0766	30	Group_3	PayAsYouGo	975.2	32	No	FALSE	6500	80	1	178	25
Client0770	25	Group_2	PayAsYouGo	2035.305	32	No	FALSE	7508	121	1	376	42
Client0771	30	Group_3	PayAsYouGo	476.52	32	No	FALSE	11465	148	5	3	46
Client0772	25	Group_2	PayAsYouGo	755.415	32	No	FALSE	6718	69	6	100	36
Client0774	45	Group_4	PayAsYouGo	263.05	31	No	FALSE	10435	87	19	0	41
Client0775	25	Group_2	PayAsYouGo	346.95	31	No	TRUE	5818	92	11	18	23
Client0776	30	Group_3	PayAsYouGo	114.24	29	No	FALSE	2840	16	0	0	13
Client0780	30	Group_3	PayAsYouGo	67.48	31	No	FALSE	1668	19	0	0	5
Client0781	45	Group_4	PayAsYouGo	186.9	28	No	FALSE	6785	91	1	6	21
Client0783	45	Group_4	PayAsYouGo	8.575	31	No	FALSE	338	5	0	0	1
Client0784	25	Group_2	PayAsYouGo	733.815	26	No	FALSE	16075	232	23	0	79
Client0785	25	Group_2	Contractual	1501.875	29	No	FALSE	6965	110	4	263	32
Client0786	25	Group_2	PayAsYouGo	170.73	31	No	FALSE	3718	76	0	0	27
Client0788	25	Group_2	PayAsYouGo	878.715	31	No	FALSE	2780	47	4	167	22
Client0789	25	Group_2	Contractual	893.025	22	No	FALSE	1315	30	2	185	10
Client0790	45	Group_4	PayAsYouGo	95.025	21	No	FALSE	1568	33	2	22	67
Client0793	25	Group_2	PayAsYouGo	105.795	20	No	FALSE	1225	26	8	11	12
Client0794	30	Group_3	PayAsYouGo	131.2	20	No	FALSE	3225	55	0	0	22
Client0795	25	Group_2	PayAsYouGo	167.175	13	No	FALSE	1695	20	0	20	13
Client0796	15	Group_1	Contractual	782.485	12	No	FALSE	6392	135	14	77	41
Client0797	45	Group_4	PayAsYouGo	389.925	10	No	FALSE	8932	165	10	65	39
Client0798	30	Group_3	PayAsYouGo	207.64	11	No	FALSE	2852	39	6	23	18
Client0799	30	Group_3	PayAsYouGo	1004.96	4	No	FALSE	4390	34	0	207	9
Client0800	25	Group_2	PayAsYouGo	67.5	4	No	TRUE	1487	13	1	0	6
Client0801	30	Group_3	PayAsYouGo	229.88	43	No	FALSE	4370	77	10	13	18
Client0803	30	Group_3	PayAsYouGo	1568.76	42	No	FALSE	2453	66	12	367	25
Client0804	15	Group_1	PayAsYouGo	284.35	43	No	FALSE	4198	72	12	9	36
Client0805	25	Group_2	PayAsYouGo	155.565	43	No	FALSE	2393	64	5	10	34
Client0806	30	Group_3	PayAsYouGo	314.52	43	No	FALSE	3775	88	13	40	29
Client0807	45	Group_4	PayAsYouGo	792.625	43	No	FALSE	2360	45	6	293	19
Client0808	30	Group_3	PayAsYouGo	977.68	42	No	FALSE	9115	127	15	152	44
Client0809	30	Group_3	PayAsYouGo	589.92	43	No	FALSE	13773	175	9	8	45
Client0810	30	Group_3	PayAsYouGo	224.16	43	No	FALSE	4515	89	9	10	26
Client0811	30	Group_3	PayAsYouGo	300.76	43	No	FALSE	5918	101	8	15	13
Client0813	30	Group_3	PayAsYouGo	862.84	43	No	FALSE	15140	231	27	62	33
Client0814	45	Group_4	PayAsYouGo	1305.7	43	No	FALSE	3095	33	6	491	9
Client0815	25	Group_2	PayAsYouGo	1416.285	42	No	FALSE	15485	188	11	158	31
Client0816	30	Group_3	PayAsYouGo	1039.68	42	No	FALSE	6500	92	5	194	27
