"user_id","activity","value"
2576,"nb_call_seconds",3745
2695,"nb_call_seconds",2115
2945,"nb_call_seconds",2000
3093,"nb_call_seconds",1530
3143,"nb_call_seconds",1530
149,"nb_call_seconds",4330
207,"nb_call_seconds",2280
240,"nb_call_seconds",1488
264,"nb_call_seconds",3355
448,"nb_call_seconds",2673
464,"nb_call_seconds",3695
689,"nb_call_seconds",1505
895,"nb_call_seconds",2405
1149,"nb_call_seconds",4145
1298,"nb_call_seconds",2468
1388,"nb_call_seconds",2215
1588,"nb_call_seconds",1875
1943,"nb_call_seconds",1630
2507,"nb_call_seconds",2485
2540,"nb_call_seconds",1693
2680,"nb_call_seconds",2088
2843,"nb_call_seconds",1340
2930,"nb_call_seconds",1973
39,"nb_call_seconds",1315
107,"nb_call_seconds",2300
140,"nb_call_seconds",1508
295,"nb_call_seconds",1955
495,"nb_call_seconds",2295
880,"nb_call_seconds",2378
989,"nb_call_seconds",1315
1039,"nb_call_seconds",1315
1107,"nb_call_seconds",2115
1140,"nb_call_seconds",1323
1198,"nb_call_seconds",2488
1249,"nb_call_seconds",4165
1343,"nb_call_seconds",1180
1543,"nb_call_seconds",1520
1639,"nb_call_seconds",1125
1889,"nb_call_seconds",1010
1988,"nb_call_seconds",1765
2164,"nb_call_seconds",3460
2343,"nb_call_seconds",1450
2449,"nb_call_seconds",4435
2476,"nb_call_seconds",3325
2649,"nb_call_seconds",4095
2739,"nb_call_seconds",1505
2889,"nb_call_seconds",1620
3000,"nb_call_seconds",2502
93,"nb_call_seconds",1285
280,"nb_call_seconds",1928
348,"nb_call_seconds",2593
364,"nb_call_seconds",3275
480,"nb_call_seconds",2268
548,"nb_call_seconds",2253
739,"nb_call_seconds",1125
1207,"nb_call_seconds",2135
1240,"nb_call_seconds",1343
1749,"nb_call_seconds",4275
2195,"nb_call_seconds",2060
2243,"nb_call_seconds",1470
2264,"nb_call_seconds",3480
2400,"nb_call_seconds",2053
2407,"nb_call_seconds",2405
2440,"nb_call_seconds",1613
2600,"nb_call_seconds",2393
2607,"nb_call_seconds",2065
2640,"nb_call_seconds",1273
3049,"nb_call_seconds",3985
193,"nb_call_seconds",1305
239,"nb_call_seconds",1235
395,"nb_call_seconds",1875
649,"nb_call_seconds",4275
799,"nb_call_seconds",4390
948,"nb_call_seconds",2142
1099,"nb_call_seconds",4085
1443,"nb_call_seconds",1100
1707,"nb_call_seconds",2245
1740,"nb_call_seconds",1453
2049,"nb_call_seconds",4085
2099,"nb_call_seconds",4085
2180,"nb_call_seconds",2033
2191,"nb_call_seconds",1065
2295,"nb_call_seconds",2080
2539,"nb_call_seconds",1440
2676,"nb_call_seconds",3260
2764,"nb_call_seconds",3590
2926,"nb_call_seconds",3145
3007,"nb_call_seconds",1955
3040,"nb_call_seconds",1163
139,"nb_call_seconds",1255
380,"nb_call_seconds",1848
564,"nb_call_seconds",3210
607,"nb_call_seconds",2245
640,"nb_call_seconds",1453
693,"nb_call_seconds",1415
757,"nb_call_seconds",2360
790,"nb_call_seconds",1568
814,"nb_call_seconds",3095
876,"nb_call_seconds",3550
1057,"nb_call_seconds",2055
1090,"nb_call_seconds",1263
1139,"nb_call_seconds",1070
1698,"nb_call_seconds",2433
1799,"nb_call_seconds",3895
1848,"nb_call_seconds",2547
2007,"nb_call_seconds",2055
2040,"nb_call_seconds",1263
2057,"nb_call_seconds",2055
2090,"nb_call_seconds",1263
2114,"nb_call_seconds",3400
2280,"nb_call_seconds",2053
2500,"nb_call_seconds",1973
2795,"nb_call_seconds",2190
3064,"nb_call_seconds",3400
3114,"nb_call_seconds",3400
43,"nb_call_seconds",1225
276,"nb_call_seconds",3100
449,"nb_call_seconds",4210
476,"nb_call_seconds",3440
595,"nb_call_seconds",1810
845,"nb_call_seconds",1695
993,"nb_call_seconds",1225
1043,"nb_call_seconds",1225
1239,"nb_call_seconds",1090
1299,"nb_call_seconds",4005
1643,"nb_call_seconds",1035
1757,"nb_call_seconds",1865
1790,"nb_call_seconds",1073
1893,"nb_call_seconds",920
1914,"nb_call_seconds",3500
2145,"nb_call_seconds",2000
2439,"nb_call_seconds",1360
2639,"nb_call_seconds",1020
2743,"nb_call_seconds",1415
2780,"nb_call_seconds",2163
2814,"nb_call_seconds",3210
2893,"nb_call_seconds",1530
3095,"nb_call_seconds",2000
3145,"nb_call_seconds",2000
407,"nb_call_seconds",2180
440,"nb_call_seconds",1388
580,"nb_call_seconds",1783
743,"nb_call_seconds",1035
830,"nb_call_seconds",1668
1199,"nb_call_seconds",4025
1257,"nb_call_seconds",1975
1290,"nb_call_seconds",1183
1314,"nb_call_seconds",3050
1498,"nb_call_seconds",2368
1514,"nb_call_seconds",3390
1739,"nb_call_seconds",1200
1945,"nb_call_seconds",2100
2130,"nb_call_seconds",1973
2176,"nb_call_seconds",3205
2314,"nb_call_seconds",3320
2700,"nb_call_seconds",1908
2845,"nb_call_seconds",1810
2950,"nb_call_seconds",1792
3039,"nb_call_seconds",910
3080,"nb_call_seconds",1973
3130,"nb_call_seconds",1973
64,"nb_call_seconds",3155
243,"nb_call_seconds",1145
349,"nb_call_seconds",4130
376,"nb_call_seconds",3020
549,"nb_call_seconds",3790
639,"nb_call_seconds",1200
789,"nb_call_seconds",1315
900,"nb_call_seconds",2197
1089,"nb_call_seconds",1010
1157,"nb_call_seconds",1995
1190,"nb_call_seconds",1203
1345,"nb_call_seconds",1650
1545,"nb_call_seconds",1990
1930,"nb_call_seconds",2073
2039,"nb_call_seconds",1010
2089,"nb_call_seconds",1010
2214,"nb_call_seconds",3340
2276,"nb_call_seconds",3225
2345,"nb_call_seconds",1920
2543,"nb_call_seconds",1350
2830,"nb_call_seconds",1783
95,"nb_call_seconds",1755
143,"nb_call_seconds",1165
164,"nb_call_seconds",3175
300,"nb_call_seconds",1748
307,"nb_call_seconds",2100
340,"nb_call_seconds",1308
500,"nb_call_seconds",2088
507,"nb_call_seconds",1760
540,"nb_call_seconds",968
949,"nb_call_seconds",3680
1143,"nb_call_seconds",980
1330,"nb_call_seconds",1623
1398,"nb_call_seconds",2288
1414,"nb_call_seconds",2970
1530,"nb_call_seconds",1963
1598,"nb_call_seconds",1948
1789,"nb_call_seconds",820
2245,"nb_call_seconds",1940
2330,"nb_call_seconds",1893
2776,"nb_call_seconds",3335
80,"nb_call_seconds",1728
91,"nb_call_seconds",760
195,"nb_call_seconds",1775
439,"nb_call_seconds",1135
576,"nb_call_seconds",2955
664,"nb_call_seconds",3285
826,"nb_call_seconds",2840
907,"nb_call_seconds",1650
940,"nb_call_seconds",858
1243,"nb_call_seconds",1000
1289,"nb_call_seconds",930
1445,"nb_call_seconds",1570
1699,"nb_call_seconds",3970
1849,"nb_call_seconds",4085
1998,"nb_call_seconds",1837
2126,"nb_call_seconds",3145
2200,"nb_call_seconds",1853
2230,"nb_call_seconds",1913
2443,"nb_call_seconds",1270
2643,"nb_call_seconds",930
3076,"nb_call_seconds",3145
3126,"nb_call_seconds",3145
14,"nb_call_seconds",3095
180,"nb_call_seconds",1748
400,"nb_call_seconds",1668
695,"nb_call_seconds",1885
964,"nb_call_seconds",3095
1014,"nb_call_seconds",3095
1189,"nb_call_seconds",950
1430,"nb_call_seconds",1543
1614,"nb_call_seconds",2905
1657,"nb_call_seconds",1940
1690,"nb_call_seconds",1148
1743,"nb_call_seconds",1110
1807,"nb_call_seconds",2055
1840,"nb_call_seconds",1263
1864,"nb_call_seconds",2790
1926,"nb_call_seconds",3245
2300,"nb_call_seconds",1873
2714,"nb_call_seconds",3285
2826,"nb_call_seconds",2955
2864,"nb_call_seconds",3400
3043,"nb_call_seconds",820
45,"nb_call_seconds",1695
339,"nb_call_seconds",1055
539,"nb_call_seconds",715
643,"nb_call_seconds",1110
680,"nb_call_seconds",1858
714,"nb_call_seconds",2905
793,"nb_call_seconds",1225
995,"nb_call_seconds",1695
1045,"nb_call_seconds",1695
1093,"nb_call_seconds",920
1326,"nb_call_seconds",2795
1499,"nb_call_seconds",3905
1526,"nb_call_seconds",3135
1645,"nb_call_seconds",1505
1895,"nb_call_seconds",1390
2043,"nb_call_seconds",920
2093,"nb_call_seconds",920
2326,"nb_call_seconds",3065
2745,"nb_call_seconds",1885
2800,"nb_call_seconds",1982
2895,"nb_call_seconds",2000
30,"nb_call_seconds",1668
76,"nb_call_seconds",2900
214,"nb_call_seconds",3015
600,"nb_call_seconds",1603
745,"nb_call_seconds",1505
850,"nb_call_seconds",1487
939,"nb_call_seconds",605
980,"nb_call_seconds",1668
1030,"nb_call_seconds",1668
1457,"nb_call_seconds",1875
1490,"nb_call_seconds",1083
1630,"nb_call_seconds",1478
1793,"nb_call_seconds",730
1880,"nb_call_seconds",1363
2150,"nb_call_seconds",1793
2226,"nb_call_seconds",3085
2514,"nb_call_seconds",3220
2730,"nb_call_seconds",1858
2880,"nb_call_seconds",1973
3100,"nb_call_seconds",1792
3150,"nb_call_seconds",1792
114,"nb_call_seconds",3035
176,"nb_call_seconds",2920
245,"nb_call_seconds",1615
443,"nb_call_seconds",1045
730,"nb_call_seconds",1478
1114,"nb_call_seconds",2850
1293,"nb_call_seconds",840
1399,"nb_call_seconds",3825
1426,"nb_call_seconds",2715
1599,"nb_call_seconds",3485
1689,"nb_call_seconds",895
1839,"nb_call_seconds",1010
1950,"nb_call_seconds",1892
2545,"nb_call_seconds",1820
2850,"nb_call_seconds",1602
145,"nb_call_seconds",1635
230,"nb_call_seconds",1588
676,"nb_call_seconds",3030
1145,"nb_call_seconds",1450
1193,"nb_call_seconds",860
1214,"nb_call_seconds",2870
1350,"nb_call_seconds",1443
1357,"nb_call_seconds",1795
1390,"nb_call_seconds",1003
1550,"nb_call_seconds",1783
1557,"nb_call_seconds",1455
1590,"nb_call_seconds",663
1999,"nb_call_seconds",3375
2167,"nb_call_seconds",1240
2168,"nb_call_seconds",1075
2350,"nb_call_seconds",1713
2414,"nb_call_seconds",3140
2530,"nb_call_seconds",1793
2614,"nb_call_seconds",2800
26,"nb_call_seconds",2840
100,"nb_call_seconds",1548
130,"nb_call_seconds",1608
343,"nb_call_seconds",965
543,"nb_call_seconds",625
976,"nb_call_seconds",2840
1026,"nb_call_seconds",2840
1130,"nb_call_seconds",1423
1141,"nb_call_seconds",455
1245,"nb_call_seconds",1470
1489,"nb_call_seconds",830
1626,"nb_call_seconds",2650
1714,"nb_call_seconds",2980
1876,"nb_call_seconds",2535
1957,"nb_call_seconds",1345
1990,"nb_call_seconds",553
2250,"nb_call_seconds",1733
2445,"nb_call_seconds",1740
2645,"nb_call_seconds",1400
2726,"nb_call_seconds",3030
2876,"nb_call_seconds",3145
3014,"nb_call_seconds",2690
200,"nb_call_seconds",1568
614,"nb_call_seconds",2980
726,"nb_call_seconds",2650
764,"nb_call_seconds",3095
943,"nb_call_seconds",515
1064,"nb_call_seconds",2790
1230,"nb_call_seconds",1443
1450,"nb_call_seconds",1363
1745,"nb_call_seconds",1580
2014,"nb_call_seconds",2790
2064,"nb_call_seconds",2790
2630,"nb_call_seconds",1373
2983,"nb_call_seconds",1353
3045,"nb_call_seconds",1290
226,"nb_call_seconds",2760
645,"nb_call_seconds",1580
700,"nb_call_seconds",1677
795,"nb_call_seconds",1695
1095,"nb_call_seconds",1390
1389,"nb_call_seconds",750
1589,"nb_call_seconds",1903
1693,"nb_call_seconds",805
1730,"nb_call_seconds",1553
1764,"nb_call_seconds",2600
1843,"nb_call_seconds",920
2045,"nb_call_seconds",1390
2095,"nb_call_seconds",1390
2383,"nb_call_seconds",903
2526,"nb_call_seconds",2965
2583,"nb_call_seconds",1243
3030,"nb_call_seconds",1263
50,"nb_call_seconds",1488
126,"nb_call_seconds",2780
414,"nb_call_seconds",2915
630,"nb_call_seconds",1553
780,"nb_call_seconds",1668
1000,"nb_call_seconds",1487
1050,"nb_call_seconds",1487
1080,"nb_call_seconds",1363
1126,"nb_call_seconds",2595
1264,"nb_call_seconds",2710
1650,"nb_call_seconds",1298
1795,"nb_call_seconds",1200
1900,"nb_call_seconds",1182
1989,"nb_call_seconds",300
2030,"nb_call_seconds",1363
2080,"nb_call_seconds",1363
2192,"nb_call_seconds",1190
2750,"nb_call_seconds",1678
2900,"nb_call_seconds",1792
445,"nb_call_seconds",1515
750,"nb_call_seconds",1297
1164,"nb_call_seconds",2730
1226,"nb_call_seconds",2615
1295,"nb_call_seconds",1310
1493,"nb_call_seconds",740
1780,"nb_call_seconds",1173
2426,"nb_call_seconds",2885
2483,"nb_call_seconds",823
2626,"nb_call_seconds",2545
67,"nb_call_seconds",935
68,"nb_call_seconds",770
250,"nb_call_seconds",1408
314,"nb_call_seconds",2835
430,"nb_call_seconds",1488
514,"nb_call_seconds",2495
1195,"nb_call_seconds",1330
1280,"nb_call_seconds",1283
1726,"nb_call_seconds",2725
2550,"nb_call_seconds",1613
3026,"nb_call_seconds",2435
150,"nb_call_seconds",1428
345,"nb_call_seconds",1435
545,"nb_call_seconds",1095
626,"nb_call_seconds",2725
776,"nb_call_seconds",2840
914,"nb_call_seconds",2385
1076,"nb_call_seconds",2535
1150,"nb_call_seconds",1243
1180,"nb_call_seconds",1303
1393,"nb_call_seconds",660
2026,"nb_call_seconds",2535
2076,"nb_call_seconds",2535
2182,"nb_call_seconds",993
2683,"nb_call_seconds",758
2933,"nb_call_seconds",643
530,"nb_call_seconds",1068
883,"nb_call_seconds",1048
945,"nb_call_seconds",985
1250,"nb_call_seconds",1263
1664,"nb_call_seconds",2675
1776,"nb_call_seconds",2345
1814,"nb_call_seconds",2790
1993,"nb_call_seconds",210
2450,"nb_call_seconds",1533
2650,"nb_call_seconds",1193
283,"nb_call_seconds",598
426,"nb_call_seconds",2660
483,"nb_call_seconds",938
930,"nb_call_seconds",958
1276,"nb_call_seconds",2455
1695,"nb_call_seconds",1275
1750,"nb_call_seconds",1372
1845,"nb_call_seconds",1390
2152,"nb_call_seconds",683
3050,"nb_call_seconds",1082
92,"nb_call_seconds",885
650,"nb_call_seconds",1373
800,"nb_call_seconds",1487
1176,"nb_call_seconds",2475
1464,"nb_call_seconds",2610
1680,"nb_call_seconds",1248
1830,"nb_call_seconds",1363
2050,"nb_call_seconds",1182
2100,"nb_call_seconds",1182
2183,"nb_call_seconds",703
326,"nb_call_seconds",2580
383,"nb_call_seconds",518
526,"nb_call_seconds",2240
1495,"nb_call_seconds",1210
1800,"nb_call_seconds",992
2283,"nb_call_seconds",723
450,"nb_call_seconds",1308
926,"nb_call_seconds",2130
1117,"nb_call_seconds",630
1118,"nb_call_seconds",465
1300,"nb_call_seconds",1103
1364,"nb_call_seconds",2530
1564,"nb_call_seconds",2190
2179,"nb_call_seconds",498
2783,"nb_call_seconds",833
82,"nb_call_seconds",688
583,"nb_call_seconds",453
833,"nb_call_seconds",338
1395,"nb_call_seconds",1130
1676,"nb_call_seconds",2420
1826,"nb_call_seconds",2535
1964,"nb_call_seconds",2080
2133,"nb_call_seconds",643
3083,"nb_call_seconds",643
3133,"nb_call_seconds",643
350,"nb_call_seconds",1228
550,"nb_call_seconds",888
1933,"nb_call_seconds",743
1995,"nb_call_seconds",680
2169,"nb_call_seconds",365
2833,"nb_call_seconds",453
52,"nb_call_seconds",378
950,"nb_call_seconds",777
1333,"nb_call_seconds",293
1476,"nb_call_seconds",2355
1533,"nb_call_seconds",633
1980,"nb_call_seconds",653
83,"nb_call_seconds",398
1142,"nb_call_seconds",580
1700,"nb_call_seconds",1068
1850,"nb_call_seconds",1182
183,"nb_call_seconds",418
1376,"nb_call_seconds",2275
1433,"nb_call_seconds",213
1576,"nb_call_seconds",1935
2233,"nb_call_seconds",305
2333,"nb_call_seconds",305
2430,"nb_call_seconds",305
2433,"nb_call_seconds",305
2533,"nb_call_seconds",305
2633,"nb_call_seconds",305
2733,"nb_call_seconds",305
79,"nb_call_seconds",193
683,"nb_call_seconds",528
783,"nb_call_seconds",338
1500,"nb_call_seconds",1003
1976,"nb_call_seconds",1825
33,"nb_call_seconds",338
983,"nb_call_seconds",338
1033,"nb_call_seconds",338
1132,"nb_call_seconds",383
1633,"nb_call_seconds",148
1883,"nb_call_seconds",33
2883,"nb_call_seconds",643
69,"nb_call_seconds",60
1102,"nb_call_seconds",73
2000,"nb_call_seconds",472
1133,"nb_call_seconds",93
133,"nb_call_seconds",0
233,"nb_call_seconds",0
330,"nb_call_seconds",0
333,"nb_call_seconds",0
433,"nb_call_seconds",0
533,"nb_call_seconds",0
633,"nb_call_seconds",0
733,"nb_call_seconds",0
933,"nb_call_seconds",0
1083,"nb_call_seconds",0
1119,"nb_call_seconds",0
1129,"nb_call_seconds",0
1183,"nb_call_seconds",0
1233,"nb_call_seconds",0
1283,"nb_call_seconds",0
1380,"nb_call_seconds",0
1383,"nb_call_seconds",0
1400,"nb_call_seconds",0
1480,"nb_call_seconds",0
1483,"nb_call_seconds",0
1580,"nb_call_seconds",0
1583,"nb_call_seconds",0
1593,"nb_call_seconds",0
1595,"nb_call_seconds",0
1600,"nb_call_seconds",0
1683,"nb_call_seconds",0
1733,"nb_call_seconds",0
1783,"nb_call_seconds",0
1833,"nb_call_seconds",0
1983,"nb_call_seconds",0
2033,"nb_call_seconds",0
2083,"nb_call_seconds",0
3033,"nb_call_seconds",0
2984,"nb_calls",255
2384,"nb_calls",254
2584,"nb_calls",254
2484,"nb_calls",252
2684,"nb_calls",250
2934,"nb_calls",250
884,"nb_calls",249
284,"nb_calls",248
484,"nb_calls",248
2184,"nb_calls",247
384,"nb_calls",246
2284,"nb_calls",246
2784,"nb_calls",245
584,"nb_calls",244
834,"nb_calls",244
2134,"nb_calls",244
3084,"nb_calls",244
3134,"nb_calls",244
1934,"nb_calls",243
2834,"nb_calls",243
1334,"nb_calls",242
1534,"nb_calls",242
2334,"nb_calls",242
2963,"nb_calls",242
84,"nb_calls",241
2234,"nb_calls",241
2363,"nb_calls",241
2563,"nb_calls",241
184,"nb_calls",240
1434,"nb_calls",240
684,"nb_calls",239
2463,"nb_calls",239
34,"nb_calls",238
984,"nb_calls",238
1034,"nb_calls",238
1634,"nb_calls",238
1884,"nb_calls",238
2734,"nb_calls",238
2884,"nb_calls",238
734,"nb_calls",237
2663,"nb_calls",237
2913,"nb_calls",237
234,"nb_calls",236
863,"nb_calls",236
2534,"nb_calls",236
134,"nb_calls",235
263,"nb_calls",235
463,"nb_calls",235
1134,"nb_calls",235
1234,"nb_calls",234
2163,"nb_calls",234
2434,"nb_calls",234
2634,"nb_calls",234
363,"nb_calls",233
1734,"nb_calls",233
2263,"nb_calls",233
3034,"nb_calls",233
634,"nb_calls",232
784,"nb_calls",232
1084,"nb_calls",232
2034,"nb_calls",232
2084,"nb_calls",232
2763,"nb_calls",232
563,"nb_calls",231
813,"nb_calls",231
1784,"nb_calls",231
2113,"nb_calls",231
3063,"nb_calls",231
3113,"nb_calls",231
434,"nb_calls",230
1284,"nb_calls",230
1913,"nb_calls",230
2813,"nb_calls",230
1184,"nb_calls",229
1313,"nb_calls",229
1513,"nb_calls",229
2313,"nb_calls",229
63,"nb_calls",228
334,"nb_calls",228
534,"nb_calls",228
2213,"nb_calls",228
163,"nb_calls",227
934,"nb_calls",227
1413,"nb_calls",227
663,"nb_calls",226
1684,"nb_calls",226
1834,"nb_calls",226
13,"nb_calls",225
963,"nb_calls",225
1013,"nb_calls",225
1613,"nb_calls",225
1863,"nb_calls",225
2713,"nb_calls",225
2863,"nb_calls",225
713,"nb_calls",224
1484,"nb_calls",224
213,"nb_calls",223
2513,"nb_calls",223
113,"nb_calls",222
1113,"nb_calls",222
1384,"nb_calls",222
1584,"nb_calls",222
1213,"nb_calls",221
1984,"nb_calls",221
2413,"nb_calls",221
2613,"nb_calls",221
1713,"nb_calls",220
3013,"nb_calls",220
613,"nb_calls",219
763,"nb_calls",219
1063,"nb_calls",219
2013,"nb_calls",219
2063,"nb_calls",219
1763,"nb_calls",218
413,"nb_calls",217
1263,"nb_calls",217
1163,"nb_calls",216
313,"nb_calls",215
513,"nb_calls",215
913,"nb_calls",214
1663,"nb_calls",213
1813,"nb_calls",213
1463,"nb_calls",211
1363,"nb_calls",209
1563,"nb_calls",209
1963,"nb_calls",208
2965,"nb_calls",199
2365,"nb_calls",198
2565,"nb_calls",198
2465,"nb_calls",196
2665,"nb_calls",194
2915,"nb_calls",194
865,"nb_calls",193
265,"nb_calls",192
465,"nb_calls",192
2165,"nb_calls",191
365,"nb_calls",190
2265,"nb_calls",190
2765,"nb_calls",189
565,"nb_calls",188
815,"nb_calls",188
2115,"nb_calls",188
2997,"nb_calls",188
3065,"nb_calls",188
3115,"nb_calls",188
1915,"nb_calls",187
2397,"nb_calls",187
2597,"nb_calls",187
2815,"nb_calls",187
1315,"nb_calls",186
1515,"nb_calls",186
2315,"nb_calls",186
2959,"nb_calls",186
65,"nb_calls",185
2215,"nb_calls",185
2359,"nb_calls",185
2497,"nb_calls",185
2559,"nb_calls",185
165,"nb_calls",184
1415,"nb_calls",184
665,"nb_calls",183
2459,"nb_calls",183
2697,"nb_calls",183
2947,"nb_calls",183
15,"nb_calls",182
897,"nb_calls",182
965,"nb_calls",182
1015,"nb_calls",182
1615,"nb_calls",182
1865,"nb_calls",182
2715,"nb_calls",182
2865,"nb_calls",182
297,"nb_calls",181
497,"nb_calls",181
715,"nb_calls",181
2659,"nb_calls",181
2909,"nb_calls",181
215,"nb_calls",180
859,"nb_calls",180
2197,"nb_calls",180
2515,"nb_calls",180
115,"nb_calls",179
259,"nb_calls",179
397,"nb_calls",179
459,"nb_calls",179
1115,"nb_calls",179
2297,"nb_calls",179
1215,"nb_calls",178
2159,"nb_calls",178
2415,"nb_calls",178
2615,"nb_calls",178
2797,"nb_calls",178
359,"nb_calls",177
597,"nb_calls",177
847,"nb_calls",177
1715,"nb_calls",177
2147,"nb_calls",177
2259,"nb_calls",177
3015,"nb_calls",177
3097,"nb_calls",177
3147,"nb_calls",177
615,"nb_calls",176
765,"nb_calls",176
1065,"nb_calls",176
1947,"nb_calls",176
2015,"nb_calls",176
2065,"nb_calls",176
2759,"nb_calls",176
2847,"nb_calls",176
559,"nb_calls",175
809,"nb_calls",175
1347,"nb_calls",175
1547,"nb_calls",175
1765,"nb_calls",175
2109,"nb_calls",175
2347,"nb_calls",175
3059,"nb_calls",175
3109,"nb_calls",175
97,"nb_calls",174
415,"nb_calls",174
1265,"nb_calls",174
1909,"nb_calls",174
2247,"nb_calls",174
2809,"nb_calls",174
197,"nb_calls",173
1165,"nb_calls",173
1309,"nb_calls",173
1447,"nb_calls",173
1509,"nb_calls",173
2309,"nb_calls",173
59,"nb_calls",172
315,"nb_calls",172
515,"nb_calls",172
697,"nb_calls",172
2209,"nb_calls",172
47,"nb_calls",171
159,"nb_calls",171
915,"nb_calls",171
997,"nb_calls",171
1047,"nb_calls",171
1409,"nb_calls",171
1647,"nb_calls",171
1897,"nb_calls",171
2747,"nb_calls",171
2897,"nb_calls",171
2971,"nb_calls",171
659,"nb_calls",170
747,"nb_calls",170
1665,"nb_calls",170
1815,"nb_calls",170
2371,"nb_calls",170
2571,"nb_calls",170
9,"nb_calls",169
247,"nb_calls",169
959,"nb_calls",169
1009,"nb_calls",169
1609,"nb_calls",169
1859,"nb_calls",169
2547,"nb_calls",169
2709,"nb_calls",169
2859,"nb_calls",169
147,"nb_calls",168
709,"nb_calls",168
1147,"nb_calls",168
1465,"nb_calls",168
2471,"nb_calls",168
209,"nb_calls",167
1247,"nb_calls",167
2447,"nb_calls",167
2509,"nb_calls",167
2647,"nb_calls",167
109,"nb_calls",166
1109,"nb_calls",166
1365,"nb_calls",166
1565,"nb_calls",166
1747,"nb_calls",166
2671,"nb_calls",166
2921,"nb_calls",166
3047,"nb_calls",166
647,"nb_calls",165
797,"nb_calls",165
871,"nb_calls",165
1097,"nb_calls",165
1209,"nb_calls",165
1965,"nb_calls",165
2047,"nb_calls",165
2097,"nb_calls",165
2409,"nb_calls",165
2609,"nb_calls",165
271,"nb_calls",164
471,"nb_calls",164
1709,"nb_calls",164
1797,"nb_calls",164
3009,"nb_calls",164
447,"nb_calls",163
609,"nb_calls",163
759,"nb_calls",163
1059,"nb_calls",163
1297,"nb_calls",163
2009,"nb_calls",163
2059,"nb_calls",163
2171,"nb_calls",163
371,"nb_calls",162
1197,"nb_calls",162
1759,"nb_calls",162
2271,"nb_calls",162
347,"nb_calls",161
409,"nb_calls",161
547,"nb_calls",161
1259,"nb_calls",161
2771,"nb_calls",161
571,"nb_calls",160
821,"nb_calls",160
947,"nb_calls",160
1159,"nb_calls",160
2121,"nb_calls",160
3071,"nb_calls",160
3121,"nb_calls",160
309,"nb_calls",159
509,"nb_calls",159
1697,"nb_calls",159
1847,"nb_calls",159
1921,"nb_calls",159
2821,"nb_calls",159
909,"nb_calls",158
1321,"nb_calls",158
1521,"nb_calls",158
2321,"nb_calls",158
2996,"nb_calls",158
71,"nb_calls",157
1497,"nb_calls",157
1659,"nb_calls",157
1809,"nb_calls",157
2221,"nb_calls",157
2396,"nb_calls",157
2596,"nb_calls",157
171,"nb_calls",156
1421,"nb_calls",156
671,"nb_calls",155
1397,"nb_calls",155
1459,"nb_calls",155
1597,"nb_calls",155
2496,"nb_calls",155
21,"nb_calls",154
971,"nb_calls",154
1021,"nb_calls",154
1621,"nb_calls",154
1871,"nb_calls",154
1997,"nb_calls",154
2721,"nb_calls",154
2871,"nb_calls",154
721,"nb_calls",153
1359,"nb_calls",153
1559,"nb_calls",153
2696,"nb_calls",153
2946,"nb_calls",153
221,"nb_calls",152
896,"nb_calls",152
1959,"nb_calls",152
2521,"nb_calls",152
121,"nb_calls",151
296,"nb_calls",151
496,"nb_calls",151
1121,"nb_calls",151
1221,"nb_calls",150
2196,"nb_calls",150
2421,"nb_calls",150
2621,"nb_calls",150
396,"nb_calls",149
1721,"nb_calls",149
2296,"nb_calls",149
3021,"nb_calls",149
621,"nb_calls",148
771,"nb_calls",148
1071,"nb_calls",148
2021,"nb_calls",148
2071,"nb_calls",148
2796,"nb_calls",148
596,"nb_calls",147
846,"nb_calls",147
1771,"nb_calls",147
2146,"nb_calls",147
3096,"nb_calls",147
3146,"nb_calls",147
421,"nb_calls",146
1271,"nb_calls",146
1946,"nb_calls",146
2846,"nb_calls",146
1171,"nb_calls",145
1346,"nb_calls",145
1546,"nb_calls",145
2346,"nb_calls",145
96,"nb_calls",144
321,"nb_calls",144
521,"nb_calls",144
2246,"nb_calls",144
2970,"nb_calls",144
196,"nb_calls",143
921,"nb_calls",143
1446,"nb_calls",143
2370,"nb_calls",143
2570,"nb_calls",143
696,"nb_calls",142
1671,"nb_calls",142
1821,"nb_calls",142
46,"nb_calls",141
996,"nb_calls",141
1046,"nb_calls",141
1646,"nb_calls",141
1896,"nb_calls",141
2470,"nb_calls",141
2746,"nb_calls",141
2896,"nb_calls",141
746,"nb_calls",140
1471,"nb_calls",140
246,"nb_calls",139
2546,"nb_calls",139
2670,"nb_calls",139
2920,"nb_calls",139
146,"nb_calls",138
870,"nb_calls",138
1146,"nb_calls",138
1371,"nb_calls",138
1571,"nb_calls",138
2958,"nb_calls",138
270,"nb_calls",137
470,"nb_calls",137
1246,"nb_calls",137
1971,"nb_calls",137
2358,"nb_calls",137
2446,"nb_calls",137
2558,"nb_calls",137
2646,"nb_calls",137
1746,"nb_calls",136
2170,"nb_calls",136
3046,"nb_calls",136
370,"nb_calls",135
646,"nb_calls",135
796,"nb_calls",135
1096,"nb_calls",135
2046,"nb_calls",135
2096,"nb_calls",135
2270,"nb_calls",135
2458,"nb_calls",135
1796,"nb_calls",134
2770,"nb_calls",134
446,"nb_calls",133
570,"nb_calls",133
820,"nb_calls",133
1296,"nb_calls",133
2120,"nb_calls",133
2658,"nb_calls",133
2908,"nb_calls",133
2985,"nb_calls",133
3070,"nb_calls",133
3120,"nb_calls",133
