"customer_id"	"age"	"age_group"	"plan_type"	"customer_value"	"subscription_in_months"	"complain_registered"	"lost_customer"
"Client0433"	55	"Group_5"	"PayAsYouGo"	0	33	"No"	FALSE
"Client0434"	25	"Group_2"	"PayAsYouGo"	725.625	28	"No"	FALSE
"Client0435"	25	"Group_2"	"Contractual"	1480.185	31	"No"	FALSE
"Client0436"	25	"Group_2"	"PayAsYouGo"	162.54	33	"No"	FALSE
"Client0438"	25	"Group_2"	"PayAsYouGo"	857.025	33	"No"	FALSE
"Client0439"	25	"Group_2"	"Contractual"	871.335	24	"No"	FALSE
"Client0440"	45	"Group_4"	"PayAsYouGo"	82.975	23	"No"	FALSE
"Client0443"	25	"Group_2"	"PayAsYouGo"	84.105	22	"No"	FALSE
"Client0444"	30	"Group_3"	"PayAsYouGo"	123.92	22	"No"	FALSE
"Client0445"	25	"Group_2"	"PayAsYouGo"	145.485	15	"No"	FALSE
"Client0446"	25	"Group_2"	"Contractual"	618.57	14	"No"	FALSE
"Client0447"	45	"Group_4"	"PayAsYouGo"	377.9	12	"No"	FALSE
"Client0448"	30	"Group_3"	"PayAsYouGo"	188.4	13	"No"	FALSE
"Client0449"	30	"Group_3"	"PayAsYouGo"	985.68	6	"No"	FALSE
"Client0450"	30	"Group_3"	"PayAsYouGo"	52.76	6	"No"	TRUE
"Client0451"	30	"Group_3"	"PayAsYouGo"	306.04	38	"No"	FALSE
"Client0453"	30	"Group_3"	"PayAsYouGo"	1644.92	37	"No"	FALSE
"Client0454"	15	"Group_1"	"PayAsYouGo"	389.07	38	"No"	FALSE
"Client0455"	25	"Group_2"	"PayAsYouGo"	241.245	38	"No"	FALSE
"Client0456"	30	"Group_3"	"PayAsYouGo"	390.68	38	"No"	FALSE
"Client0457"	30	"Group_3"	"PayAsYouGo"	1344.36	38	"No"	FALSE
"Client0458"	30	"Group_3"	"Contractual"	1053.84	37	"No"	FALSE
"Client0459"	30	"Group_3"	"PayAsYouGo"	666.08	38	"No"	FALSE
"Client0460"	30	"Group_3"	"PayAsYouGo"	300.32	38	"No"	FALSE
"Client0461"	30	"Group_3"	"PayAsYouGo"	376.92	38	"No"	FALSE
"Client0463"	30	"Group_3"	"PayAsYouGo"	939	38	"No"	FALSE
"Client0464"	30	"Group_3"	"PayAsYouGo"	2165.28	38	"No"	FALSE
"Client0465"	25	"Group_2"	"PayAsYouGo"	1501.965	37	"No"	FALSE
"Client0466"	30	"Group_3"	"PayAsYouGo"	1115.84	37	"No"	FALSE
"Client0470"	30	"Group_3"	"PayAsYouGo"	1949.8	37	"No"	FALSE
"Client0471"	45	"Group_4"	"PayAsYouGo"	385.725	37	"No"	FALSE
"Client0472"	25	"Group_2"	"PayAsYouGo"	913.635	37	"No"	FALSE
"Client0474"	55	"Group_5"	"Contractual"	200.07	36	"No"	FALSE
"Client0475"	25	"Group_2"	"PayAsYouGo"	505.17	36	"No"	FALSE
"Client0476"	30	"Group_3"	"PayAsYouGo"	222.88	34	"No"	FALSE
"Client0480"	45	"Group_4"	"PayAsYouGo"	110.075	36	"No"	FALSE
"Client0481"	55	"Group_5"	"PayAsYouGo"	164.88	33	"No"	FALSE
"Client0483"	55	"Group_5"	"PayAsYouGo"	51.78	36	"No"	FALSE
"Client0484"	25	"Group_2"	"PayAsYouGo"	856.035	31	"No"	FALSE
"Client0485"	25	"Group_2"	"Contractual"	1660.095	34	"No"	FALSE
"Client0486"	30	"Group_3"	"PayAsYouGo"	268.4	36	"No"	FALSE
"Client0488"	25	"Group_2"	"PayAsYouGo"	1036.935	36	"No"	FALSE
"Client0489"	25	"Group_2"	"Contractual"	1051.245	27	"No"	FALSE
"Client0490"	45	"Group_4"	"PayAsYouGo"	182.925	26	"No"	FALSE
"Client0493"	25	"Group_2"	"PayAsYouGo"	264.015	25	"No"	FALSE
"Client0494"	30	"Group_3"	"PayAsYouGo"	271.84	25	"No"	FALSE
"Client0495"	25	"Group_2"	"PayAsYouGo"	325.395	18	"No"	FALSE
"Client0496"	25	"Group_2"	"Contractual"	798.48	17	"No"	FALSE
"Client0497"	55	"Group_5"	"PayAsYouGo"	286.71	15	"No"	FALSE
"Client0498"	30	"Group_3"	"PayAsYouGo"	348.32	16	"No"	FALSE
"Client0499"	30	"Group_3"	"PayAsYouGo"	1145.6	9	"No"	FALSE
"Client0500"	30	"Group_3"	"PayAsYouGo"	168.68	9	"Yes"	TRUE
"Client0501"	25	"Group_2"	"PayAsYouGo"	172.395	38	"No"	FALSE
"Client0503"	25	"Group_2"	"PayAsYouGo"	1606.635	37	"No"	FALSE
"Client0504"	15	"Group_1"	"PayAsYouGo"	200.97	38	"No"	FALSE
"Client0505"	15	"Group_1"	"PayAsYouGo"	101.255	38	"No"	FALSE
"Client0506"	30	"Group_3"	"PayAsYouGo"	173.88	38	"No"	FALSE
"Client0507"	30	"Group_3"	"PayAsYouGo"	1127.56	38	"No"	FALSE
"Client0508"	30	"Group_3"	"PayAsYouGo"	837.04	37	"No"	FALSE
"Client0509"	30	"Group_3"	"PayAsYouGo"	533.28	38	"No"	FALSE
"Client0510"	30	"Group_3"	"PayAsYouGo"	159.52	38	"No"	FALSE
"Client0511"	25	"Group_2"	"PayAsYouGo"	243.135	38	"No"	FALSE
"Client0513"	30	"Group_3"	"PayAsYouGo"	722.2	38	"No"	FALSE
"Client0514"	30	"Group_3"	"PayAsYouGo"	1948.48	38	"No"	FALSE
"Client0515"	25	"Group_2"	"PayAsYouGo"	1258.065	37	"No"	FALSE
"Client0516"	30	"Group_3"	"PayAsYouGo"	899.04	37	"No"	FALSE
"Client0520"	25	"Group_2"	"PayAsYouGo"	1949.625	37	"No"	FALSE
"Client0521"	30	"Group_3"	"PayAsYouGo"	440.36	37	"No"	FALSE
"Client0522"	25	"Group_2"	"PayAsYouGo"	669.735	37	"No"	FALSE
"Client0524"	45	"Group_4"	"PayAsYouGo"	247.95	36	"No"	FALSE
"Client0525"	25	"Group_2"	"PayAsYouGo"	261.27	36	"Yes"	TRUE
"Client0526"	30	"Group_3"	"PayAsYouGo"	90.08	34	"No"	FALSE
"Client0530"	30	"Group_3"	"PayAsYouGo"	43.32	36	"No"	FALSE
"Client0531"	45	"Group_4"	"PayAsYouGo"	156.8	33	"No"	FALSE
"Client0533"	55	"Group_5"	"PayAsYouGo"	0	36	"No"	FALSE
"Client0534"	25	"Group_2"	"PayAsYouGo"	706.635	31	"No"	FALSE
"Client0535"	25	"Group_2"	"Contractual"	1416.195	34	"No"	FALSE
"Client0536"	25	"Group_2"	"PayAsYouGo"	143.55	36	"No"	FALSE
"Client0538"	25	"Group_2"	"PayAsYouGo"	793.035	36	"No"	FALSE
"Client0539"	25	"Group_2"	"Contractual"	807.345	27	"No"	FALSE
"Client0540"	45	"Group_4"	"PayAsYouGo"	47.425	26	"No"	FALSE
"Client0543"	25	"Group_2"	"PayAsYouGo"	29.115	25	"No"	FALSE
"Client0544"	30	"Group_3"	"PayAsYouGo"	107.04	25	"No"	FALSE
"Client0545"	25	"Group_2"	"PayAsYouGo"	81.495	18	"No"	FALSE
"Client0546"	15	"Group_1"	"Contractual"	677.82	17	"No"	FALSE
"Client0547"	45	"Group_4"	"PayAsYouGo"	342.35	15	"No"	FALSE
"Client0548"	30	"Group_3"	"PayAsYouGo"	131.52	16	"No"	FALSE
"Client0549"	30	"Group_3"	"PayAsYouGo"	928.8	9	"No"	FALSE
"Client0550"	30	"Group_3"	"PayAsYouGo"	35.88	9	"Yes"	TRUE
"Client0551"	30	"Group_3"	"PayAsYouGo"	330.48	39	"No"	FALSE
"Client0553"	30	"Group_3"	"PayAsYouGo"	1669.36	38	"No"	FALSE
"Client0554"	15	"Group_1"	"PayAsYouGo"	422.675	39	"No"	FALSE
"Client0555"	25	"Group_2"	"PayAsYouGo"	268.74	39	"No"	FALSE
"Client0556"	30	"Group_3"	"PayAsYouGo"	415.12	39	"No"	FALSE
"Client0557"	45	"Group_4"	"PayAsYouGo"	855.5	39	"No"	FALSE
"Client0558"	30	"Group_3"	"PayAsYouGo"	1078.28	38	"No"	FALSE
"Client0559"	30	"Group_3"	"PayAsYouGo"	690.52	39	"No"	FALSE
"Client0560"	30	"Group_3"	"PayAsYouGo"	324.76	39	"No"	FALSE
"Client0561"	30	"Group_3"	"PayAsYouGo"	401.36	39	"No"	FALSE
"Client0563"	30	"Group_3"	"PayAsYouGo"	963.44	39	"No"	FALSE
"Client0564"	45	"Group_4"	"PayAsYouGo"	1368.575	39	"No"	FALSE
"Client0565"	25	"Group_2"	"PayAsYouGo"	1529.46	38	"No"	FALSE
"Client0566"	30	"Group_3"	"PayAsYouGo"	1140.28	38	"No"	FALSE
"Client0570"	30	"Group_3"	"PayAsYouGo"	1974.24	38	"No"	FALSE
"Client0571"	45	"Group_4"	"PayAsYouGo"	401	38	"No"	FALSE
"Client0572"	25	"Group_2"	"PayAsYouGo"	941.13	38	"No"	FALSE
"Client0574"	55	"Group_5"	"PayAsYouGo"	209.235	37	"No"	FALSE
"Client0575"	30	"Group_3"	"PayAsYouGo"	473.48	37	"No"	FALSE
"Client0576"	30	"Group_3"	"PayAsYouGo"	247.32	35	"No"	FALSE
"Client0580"	45	"Group_4"	"PayAsYouGo"	125.35	37	"No"	FALSE
"Client0581"	55	"Group_5"	"PayAsYouGo"	174.045	34	"No"	FALSE
"Client0583"	55	"Group_5"	"PayAsYouGo"	60.945	37	"No"	FALSE
"Client0584"	25	"Group_2"	"Contractual"	883.53	32	"No"	FALSE
"Client0585"	30	"Group_3"	"Contractual"	1500.08	35	"No"	FALSE
"Client0586"	30	"Group_3"	"PayAsYouGo"	292.84	37	"No"	FALSE
"Client0588"	25	"Group_2"	"PayAsYouGo"	1064.43	37	"No"	FALSE
"Client0589"	30	"Group_3"	"Contractual"	958.88	28	"No"	FALSE
"Client0590"	55	"Group_5"	"PayAsYouGo"	118.92	27	"No"	FALSE
"Client0593"	25	"Group_2"	"PayAsYouGo"	291.51	26	"No"	FALSE
"Client0594"	30	"Group_3"	"PayAsYouGo"	296.28	26	"No"	FALSE
"Client0595"	30	"Group_3"	"PayAsYouGo"	313.68	19	"No"	FALSE
"Client0596"	25	"Group_2"	"Contractual"	825.975	18	"No"	FALSE
"Client0597"	55	"Group_5"	"PayAsYouGo"	295.875	16	"No"	FALSE
"Client0598"	30	"Group_3"	"Contractual"	372.76	17	"No"	FALSE
"Client0599"	30	"Group_3"	"PayAsYouGo"	1170.04	10	"No"	FALSE
"Client0600"	30	"Group_3"	"PayAsYouGo"	193.12	10	"No"	TRUE
"Client0601"	25	"Group_2"	"PayAsYouGo"	194.4	37	"No"	FALSE
"Client0603"	25	"Group_2"	"PayAsYouGo"	1579.14	36	"No"	FALSE
"Client0604"	15	"Group_1"	"PayAsYouGo"	227.865	37	"No"	FALSE
"Client0605"	15	"Group_1"	"PayAsYouGo"	128.15	37	"No"	FALSE
"Client0606"	25	"Group_2"	"PayAsYouGo"	168.12	37	"No"	FALSE
"Client0607"	30	"Group_3"	"PayAsYouGo"	1103.12	37	"No"	FALSE
"Client0608"	30	"Group_3"	"PayAsYouGo"	812.6	36	"No"	FALSE
"Client0609"	30	"Group_3"	"PayAsYouGo"	552.84	37	"No"	FALSE
"Client0610"	30	"Group_3"	"PayAsYouGo"	179.08	37	"No"	FALSE
"Client0611"	25	"Group_2"	"PayAsYouGo"	265.14	37	"No"	FALSE
"Client0613"	30	"Group_3"	"PayAsYouGo"	697.76	37	"No"	FALSE
"Client0614"	30	"Group_3"	"PayAsYouGo"	1924.04	37	"No"	FALSE
"Client0615"	25	"Group_2"	"PayAsYouGo"	1230.57	36	"No"	FALSE
"Client0616"	30	"Group_3"	"PayAsYouGo"	874.6	36	"No"	FALSE
"Client0620"	25	"Group_2"	"PayAsYouGo"	1922.13	36	"No"	FALSE
"Client0621"	30	"Group_3"	"PayAsYouGo"	459.92	36	"No"	FALSE
"Client0622"	25	"Group_2"	"PayAsYouGo"	642.24	36	"No"	FALSE
"Client0624"	45	"Group_4"	"Contractual"	260.175	35	"No"	FALSE
"Client0625"	25	"Group_2"	"PayAsYouGo"	260.775	35	"Yes"	TRUE
"Client0626"	30	"Group_3"	"PayAsYouGo"	109.64	33	"No"	FALSE
"Client0630"	30	"Group_3"	"PayAsYouGo"	62.88	35	"No"	FALSE
"Client0631"	45	"Group_4"	"PayAsYouGo"	169.025	32	"No"	FALSE
"Client0633"	45	"Group_4"	"PayAsYouGo"	0	35	"No"	FALSE
"Client0634"	25	"Group_2"	"PayAsYouGo"	728.64	30	"No"	FALSE
"Client0635"	25	"Group_2"	"Contractual"	1388.7	33	"No"	FALSE
"Client0636"	25	"Group_2"	"PayAsYouGo"	165.555	35	"No"	FALSE
"Client0638"	25	"Group_2"	"PayAsYouGo"	765.54	35	"No"	FALSE
"Client0639"	25	"Group_2"	"Contractual"	779.85	26	"No"	FALSE
"Client0640"	45	"Group_4"	"PayAsYouGo"	37.15	25	"No"	FALSE
"Client0643"	25	"Group_2"	"PayAsYouGo"	51.12	24	"No"	FALSE
"Client0644"	30	"Group_3"	"PayAsYouGo"	126.6	24	"No"	FALSE
"Client0645"	25	"Group_2"	"PayAsYouGo"	72	17	"No"	FALSE
"Client0646"	15	"Group_1"	"Contractual"	644.215	16	"No"	FALSE
"Client0647"	45	"Group_4"	"PayAsYouGo"	327.075	14	"No"	FALSE
"Client0648"	30	"Group_3"	"PayAsYouGo"	111.08	15	"No"	FALSE
"Client0649"	30	"Group_3"	"PayAsYouGo"	904.36	8	"No"	FALSE
"Client0650"	25	"Group_2"	"PayAsYouGo"	62.37	8	"Yes"	TRUE
"Client0651"	30	"Group_3"	"PayAsYouGo"	241.28	38	"No"	FALSE
"Client0653"	30	"Group_3"	"PayAsYouGo"	1580.16	37	"No"	FALSE
"Client0654"	15	"Group_1"	"PayAsYouGo"	300.025	38	"No"	FALSE
"Client0655"	15	"Group_1"	"PayAsYouGo"	205.81	38	"No"	FALSE
"Client0656"	30	"Group_3"	"PayAsYouGo"	325.92	38	"No"	FALSE
"Client0657"	30	"Group_3"	"PayAsYouGo"	1279.6	38	"No"	FALSE
"Client0658"	30	"Group_3"	"PayAsYouGo"	989.08	37	"No"	FALSE
"Client0659"	30	"Group_3"	"PayAsYouGo"	601.32	38	"No"	FALSE
"Client0660"	30	"Group_3"	"PayAsYouGo"	235.56	38	"No"	FALSE
"Client0661"	30	"Group_3"	"PayAsYouGo"	312.16	38	"No"	FALSE
"Client0663"	30	"Group_3"	"PayAsYouGo"	874.24	38	"No"	FALSE
"Client0664"	30	"Group_3"	"PayAsYouGo"	2100.52	38	"No"	FALSE
"Client0665"	25	"Group_2"	"PayAsYouGo"	1429.11	37	"No"	FALSE
"Client0666"	30	"Group_3"	"PayAsYouGo"	1051.08	37	"No"	FALSE
"Client0670"	25	"Group_2"	"PayAsYouGo"	2120.67	37	"No"	FALSE
"Client0671"	45	"Group_4"	"PayAsYouGo"	345.25	37	"No"	FALSE
"Client0672"	25	"Group_2"	"PayAsYouGo"	840.78	37	"No"	FALSE
"Client0674"	55	"Group_5"	"PayAsYouGo"	175.785	36	"No"	FALSE
"Client0675"	25	"Group_2"	"PayAsYouGo"	432.315	36	"No"	TRUE
"Client0676"	30	"Group_3"	"PayAsYouGo"	158.12	34	"No"	FALSE
"Client0680"	30	"Group_3"	"PayAsYouGo"	111.36	36	"No"	FALSE
"Client0681"	55	"Group_5"	"PayAsYouGo"	140.595	33	"No"	FALSE
"Client0683"	55	"Group_5"	"PayAsYouGo"	27.495	36	"No"	FALSE
"Client0684"	25	"Group_2"	"PayAsYouGo"	783.18	31	"No"	FALSE
"Client0685"	25	"Group_2"	"Contractual"	1587.24	34	"No"	FALSE
"Client0686"	25	"Group_2"	"PayAsYouGo"	229.095	36	"No"	FALSE
"Client0688"	25	"Group_2"	"PayAsYouGo"	964.08	36	"No"	FALSE
"Client0689"	25	"Group_2"	"Contractual"	978.39	27	"Yes"	TRUE
"Client0690"	45	"Group_4"	"PayAsYouGo"	142.45	26	"No"	FALSE
"Client0693"	25	"Group_2"	"PayAsYouGo"	191.16	25	"No"	FALSE
"Client0694"	30	"Group_3"	"PayAsYouGo"	207.08	25	"No"	FALSE
"Client0695"	25	"Group_2"	"PayAsYouGo"	252.54	18	"No"	FALSE
"Client0696"	25	"Group_2"	"Contractual"	725.58	17	"No"	FALSE
"Client0697"	45	"Group_4"	"PayAsYouGo"	437.35	15	"No"	FALSE
"Client0698"	30	"Group_3"	"PayAsYouGo"	283.52	16	"No"	FALSE
"Client0699"	30	"Group_3"	"PayAsYouGo"	1080.84	9	"No"	FALSE
"Client0700"	30	"Group_3"	"PayAsYouGo"	103.88	9	"No"	TRUE
"Client0701"	30	"Group_3"	"PayAsYouGo"	170	38	"No"	FALSE
"Client0703"	30	"Group_3"	"PayAsYouGo"	1492.88	37	"No"	FALSE
"Client0704"	15	"Group_1"	"PayAsYouGo"	224.015	38	"No"	FALSE
"Client0705"	15	"Group_1"	"PayAsYouGo"	124.3	38	"No"	FALSE
"Client0706"	30	"Group_3"	"PayAsYouGo"	238.64	38	"No"	FALSE
"Client0707"	30	"Group_3"	"PayAsYouGo"	1192.32	38	"No"	FALSE
"Client0708"	30	"Group_3"	"PayAsYouGo"	901.8	37	"No"	FALSE
"Client0709"	30	"Group_3"	"PayAsYouGo"	550.04	38	"No"	FALSE
"Client0710"	30	"Group_3"	"PayAsYouGo"	176.28	38	"No"	FALSE
"Client0711"	30	"Group_3"	"PayAsYouGo"	232.88	38	"No"	FALSE
"Client0713"	30	"Group_3"	"PayAsYouGo"	786.96	38	"No"	FALSE
"Client0714"	30	"Group_3"	"PayAsYouGo"	2013.24	38	"No"	FALSE
"Client0715"	25	"Group_2"	"PayAsYouGo"	1330.92	37	"No"	FALSE
"Client0716"	30	"Group_3"	"PayAsYouGo"	963.8	37	"No"	FALSE
"Client0720"	25	"Group_2"	"PayAsYouGo"	2022.48	37	"No"	FALSE
"Client0721"	45	"Group_4"	"PayAsYouGo"	290.7	37	"No"	FALSE
"Client0722"	25	"Group_2"	"PayAsYouGo"	742.59	37	"No"	FALSE
"Client0724"	55	"Group_5"	"Contractual"	155.055	36	"No"	FALSE
"Client0725"	25	"Group_2"	"PayAsYouGo"	334.125	36	"No"	TRUE
"Client0726"	30	"Group_3"	"PayAsYouGo"	106.84	34	"No"	FALSE
"Client0730"	30	"Group_3"	"PayAsYouGo"	60.08	36	"No"	FALSE
"Client0731"	55	"Group_5"	"PayAsYouGo"	107.865	33	"No"	FALSE
"Client0733"	55	"Group_5"	"PayAsYouGo"	0	36	"No"	FALSE
"Client0734"	25	"Group_2"	"PayAsYouGo"	725.49	31	"No"	FALSE
"Client0735"	25	"Group_2"	"Contractual"	1489.05	34	"No"	FALSE
"Client0736"	25	"Group_2"	"PayAsYouGo"	162.405	36	"No"	FALSE
"Client0738"	25	"Group_2"	"PayAsYouGo"	865.89	36	"No"	FALSE
"Client0739"	25	"Group_2"	"Contractual"	880.2	27	"No"	FALSE
"Client0740"	45	"Group_4"	"PayAsYouGo"	87.9	26	"No"	FALSE
"Client0743"	25	"Group_2"	"PayAsYouGo"	92.97	25	"No"	FALSE
"Client0744"	30	"Group_3"	"PayAsYouGo"	123.8	25	"No"	FALSE
"Client0745"	25	"Group_2"	"PayAsYouGo"	154.35	18	"No"	FALSE
"Client0746"	25	"Group_2"	"Contractual"	627.39	17	"No"	FALSE
"Client0747"	45	"Group_4"	"PayAsYouGo"	382.8	15	"No"	FALSE
"Client0748"	30	"Group_3"	"PayAsYouGo"	196.24	16	"No"	FALSE
"Client0749"	30	"Group_3"	"PayAsYouGo"	993.56	9	"No"	FALSE
"Client0750"	30	"Group_3"	"PayAsYouGo"	52.6	9	"No"	TRUE
"Client0751"	25	"Group_2"	"PayAsYouGo"	199.575	33	"No"	FALSE
"Client0753"	25	"Group_2"	"PayAsYouGo"	1692.315	32	"No"	FALSE
"Client0754"	15	"Group_1"	"PayAsYouGo"	234.19	33	"No"	FALSE
"Client0755"	15	"Group_1"	"PayAsYouGo"	134.475	33	"No"	FALSE
"Client0756"	25	"Group_2"	"PayAsYouGo"	281.295	33	"No"	FALSE
"Client0757"	30	"Group_3"	"PayAsYouGo"	1203.72	33	"No"	FALSE
"Client0758"	30	"Group_3"	"PayAsYouGo"	913.2	32	"No"	FALSE
"Client0759"	30	"Group_3"	"PayAsYouGo"	557.44	33	"No"	FALSE
"Client0760"	30	"Group_3"	"PayAsYouGo"	183.68	33	"No"	FALSE
"Client0761"	25	"Group_2"	"PayAsYouGo"	270.315	33	"No"	FALSE
"Client0763"	30	"Group_3"	"PayAsYouGo"	798.36	33	"No"	FALSE
"Client0764"	30	"Group_3"	"PayAsYouGo"	2024.64	33	"No"	FALSE
"Client0765"	25	"Group_2"	"PayAsYouGo"	1343.745	32	"No"	FALSE
"Client0766"	30	"Group_3"	"PayAsYouGo"	975.2	32	"No"	FALSE
"Client0770"	25	"Group_2"	"PayAsYouGo"	2035.305	32	"No"	FALSE
"Client0771"	30	"Group_3"	"PayAsYouGo"	476.52	32	"No"	FALSE
"Client0772"	25	"Group_2"	"PayAsYouGo"	755.415	32	"No"	FALSE
"Client0774"	45	"Group_4"	"PayAsYouGo"	263.05	31	"No"	FALSE
"Client0775"	25	"Group_2"	"PayAsYouGo"	346.95	31	"No"	TRUE
"Client0776"	30	"Group_3"	"PayAsYouGo"	114.24	29	"No"	FALSE
"Client0780"	30	"Group_3"	"PayAsYouGo"	67.48	31	"No"	FALSE
"Client0781"	45	"Group_4"	"PayAsYouGo"	186.9	28	"No"	FALSE
"Client0783"	45	"Group_4"	"PayAsYouGo"	8.575	31	"No"	FALSE
"Client0784"	25	"Group_2"	"PayAsYouGo"	733.815	26	"No"	FALSE
"Client0785"	25	"Group_2"	"Contractual"	1501.875	29	"No"	FALSE
"Client0786"	25	"Group_2"	"PayAsYouGo"	170.73	31	"No"	FALSE
"Client0788"	25	"Group_2"	"PayAsYouGo"	878.715	31	"No"	FALSE
"Client0789"	25	"Group_2"	"Contractual"	893.025	22	"No"	FALSE
"Client0790"	45	"Group_4"	"PayAsYouGo"	95.025	21	"No"	FALSE
"Client0793"	25	"Group_2"	"PayAsYouGo"	105.795	20	"No"	FALSE
"Client0794"	30	"Group_3"	"PayAsYouGo"	131.2	20	"No"	FALSE
"Client0795"	25	"Group_2"	"PayAsYouGo"	167.175	13	"No"	FALSE
"Client0796"	15	"Group_1"	"Contractual"	782.485	12	"No"	FALSE
"Client0797"	45	"Group_4"	"PayAsYouGo"	389.925	10	"No"	FALSE
"Client0798"	30	"Group_3"	"PayAsYouGo"	207.64	11	"No"	FALSE
"Client0799"	30	"Group_3"	"PayAsYouGo"	1004.96	4	"No"	FALSE
"Client0800"	25	"Group_2"	"PayAsYouGo"	67.5	4	"No"	TRUE
"Client0801"	30	"Group_3"	"PayAsYouGo"	229.88	43	"No"	FALSE
"Client0803"	30	"Group_3"	"PayAsYouGo"	1568.76	42	"No"	FALSE
"Client0804"	15	"Group_1"	"PayAsYouGo"	284.35	43	"No"	FALSE
"Client0805"	25	"Group_2"	"PayAsYouGo"	155.565	43	"No"	FALSE
"Client0806"	30	"Group_3"	"PayAsYouGo"	314.52	43	"No"	FALSE
"Client0807"	45	"Group_4"	"PayAsYouGo"	792.625	43	"No"	FALSE
"Client0808"	30	"Group_3"	"PayAsYouGo"	977.68	42	"No"	FALSE
"Client0809"	30	"Group_3"	"PayAsYouGo"	589.92	43	"No"	FALSE
"Client0810"	30	"Group_3"	"PayAsYouGo"	224.16	43	"No"	FALSE
"Client0811"	30	"Group_3"	"PayAsYouGo"	300.76	43	"No"	FALSE
"Client0813"	30	"Group_3"	"PayAsYouGo"	862.84	43	"No"	FALSE
"Client0814"	45	"Group_4"	"PayAsYouGo"	1305.7	43	"No"	FALSE
"Client0815"	25	"Group_2"	"PayAsYouGo"	1416.285	42	"No"	FALSE
"Client0816"	30	"Group_3"	"PayAsYouGo"	1039.68	42	"No"	FALSE
"Client0820"	30	"Group_3"	"PayAsYouGo"	1873.64	42	"No"	FALSE
"Client0821"	45	"Group_4"	"PayAsYouGo"	338.125	42	"No"	FALSE
"Client0822"	25	"Group_2"	"PayAsYouGo"	827.955	42	"No"	FALSE
"Client0824"	55	"Group_5"	"Contractual"	171.51	41	"No"	FALSE
"Client0825"	30	"Group_3"	"PayAsYouGo"	372.88	41	"No"	FALSE
"Client0826"	30	"Group_3"	"PayAsYouGo"	146.72	39	"No"	FALSE
"Client0830"	45	"Group_4"	"PayAsYouGo"	62.475	41	"No"	FALSE
"Client0831"	55	"Group_5"	"PayAsYouGo"	136.32	38	"No"	FALSE
"Client0833"	55	"Group_5"	"PayAsYouGo"	23.22	41	"No"	FALSE
"Client0834"	25	"Group_2"	"PayAsYouGo"	770.355	36	"No"	FALSE
"Client0835"	30	"Group_3"	"Contractual"	1399.48	39	"No"	FALSE
"Client0836"	30	"Group_3"	"PayAsYouGo"	192.24	41	"No"	FALSE
"Client0838"	25	"Group_2"	"PayAsYouGo"	951.255	41	"No"	FALSE
"Client0839"	30	"Group_3"	"Contractual"	858.28	32	"Yes"	TRUE
"Client0840"	55	"Group_5"	"PayAsYouGo"	81.195	31	"No"	FALSE
"Client0843"	25	"Group_2"	"PayAsYouGo"	178.335	30	"No"	FALSE
"Client0844"	30	"Group_3"	"PayAsYouGo"	195.68	30	"No"	FALSE
"Client0845"	30	"Group_3"	"PayAsYouGo"	213.08	23	"No"	FALSE
"Client0846"	25	"Group_2"	"Contractual"	712.755	22	"No"	FALSE
"Client0847"	55	"Group_5"	"PayAsYouGo"	258.135	20	"No"	FALSE
"Client0848"	30	"Group_3"	"PayAsYouGo"	272.12	21	"No"	FALSE
"Client0849"	30	"Group_3"	"PayAsYouGo"	1069.44	14	"No"	FALSE
"Client0850"	30	"Group_3"	"PayAsYouGo"	92.48	14	"Yes"	TRUE
"Client0851"	30	"Group_3"	"PayAsYouGo"	326.48	39	"No"	FALSE
"Client0853"	30	"Group_3"	"PayAsYouGo"	1597.36	38	"No"	FALSE
"Client0854"	15	"Group_1"	"PayAsYouGo"	323.675	39	"No"	FALSE
"Client0855"	25	"Group_2"	"PayAsYouGo"	187.74	39	"No"	FALSE
"Client0856"	30	"Group_3"	"PayAsYouGo"	343.12	39	"No"	FALSE
"Client0857"	30	"Group_3"	"PayAsYouGo"	1296.8	39	"No"	FALSE
"Client0858"	30	"Group_3"	"PayAsYouGo"	1006.28	38	"No"	FALSE
"Client0859"	30	"Group_3"	"PayAsYouGo"	618.52	39	"No"	FALSE
"Client0860"	30	"Group_3"	"PayAsYouGo"	252.76	39	"No"	FALSE
"Client0861"	30	"Group_3"	"PayAsYouGo"	329.36	39	"No"	FALSE
"Client0863"	30	"Group_3"	"PayAsYouGo"	891.44	39	"Yes"	FALSE
"Client0864"	30	"Group_3"	"PayAsYouGo"	2117.72	39	"No"	FALSE
"Client0865"	25	"Group_2"	"PayAsYouGo"	1448.46	38	"No"	FALSE
"Client0866"	30	"Group_3"	"PayAsYouGo"	1068.28	38	"No"	FALSE
"Client0870"	30	"Group_3"	"PayAsYouGo"	1902.24	38	"No"	FALSE
"Client0871"	45	"Group_4"	"PayAsYouGo"	356	38	"No"	FALSE
"Client0872"	25	"Group_2"	"PayAsYouGo"	860.13	38	"No"	FALSE
"Client0874"	55	"Group_5"	"Contractual"	182.235	37	"No"	FALSE
"Client0875"	25	"Group_2"	"PayAsYouGo"	451.665	37	"No"	FALSE
"Client0876"	30	"Group_3"	"PayAsYouGo"	175.32	35	"No"	FALSE
"Client0880"	45	"Group_4"	"PayAsYouGo"	80.35	37	"No"	FALSE
"Client0881"	55	"Group_5"	"PayAsYouGo"	147.045	34	"No"	FALSE
